Utterance,Emotion,label
"Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.",joy,1
"Yeah, wow, sorry Rach.",sadness,0
"Oh, this is so good  you have got to try it.",joy,1
"Oh, this is so good  you have got to try it.",joy,1
Yep.  I'm gonna wear these on our date tonight.,joy,1
Yep.  I'm gonna wear these on our date tonight.,joy,1
"Okay, bye!  Oh my God!!",joy,1
"Okay, bye!  Oh my God!!",joy,1
"Yeah, wow, sorry Rach.",sadness,0
Great scene yeah?,joy,1
"Oh you’re awesome! And, in that last speech? You soaked me.",joy,1
Cut! Wonderful!,joy,1
Great scene yeah?,joy,1
"Oh you’re awesome! And, in that last speech? You soaked me.",joy,1
"So Chandler, your parents must’ve been thrilled when you told them you were engaged.",joy,1
I remember when we first got engaged.,joy,1
"Well, I’d gotten Judy pregnant. I still don’t know how that happened.",joy,1
"Well, I’d gotten Judy pregnant. I still don’t know how that happened.",joy,1
"Anyway, we’re really excited about our wedding plans, and well I guess pretty soon we’ll be making a big withdrawal from the Monica wedding fund.",joy,1
"Anyway, we’re really excited about our wedding plans, and well I guess pretty soon we’ll be making a big withdrawal from the Monica wedding fund.",joy,1
"Anyway, we’re really excited about our wedding plans, and well I guess pretty soon we’ll be making a big withdrawal from the Monica wedding fund.",joy,1
Did that!,joy,1
You know the song! Sing along!,joy,1
No!,sadness,0
"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",sadness,0
"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",sadness,0
Well… Yeah. You look great too. Did you get a haircut?,joy,1
"Hey, uh, I’m really, really sorry about what happened in the cafeteria today.",sadness,0
I eat by myself in the alley because everybody hates me.,sadness,0
I eat by myself in the alley because everybody hates me.,sadness,0
"Y’know you wear a white coat, I wear a blue blazer, if that means we can’t be friends at work, then so be it.",sadness,0
"Y’know you wear a white coat, I wear a blue blazer, if that means we can’t be friends at work, then so be it.",sadness,0
You did look like an idiot.,joy,1
"Remember when Ross tried to say, ""Butternut squash?""",joy,1
"And it came out, ""Squatternut buash?""",joy,1
"Y'know, for me anyway.",sadness,0
"And of course, the Indians.",sadness,0
"Remember when Ross tried to say, ""Butternut squash?""",joy,1
"And it came out, ""Squatternut buash?""",joy,1
That's it. That's my worse Thanksgiving.,sadness,0
That's it. That's my worse Thanksgiving.,sadness,0
"Umm, I-I really don't want to tell this story.",sadness,0
"Umm, I-I really don't want to tell this story.",sadness,0
"Y'know, for me anyway.",sadness,0
"And of course, the Indians.",sadness,0
Hi! Phoebe.,joy,1
"I-I wanted to apologise if I—y’know seemed a tad edgy yesterday at my shower. Y’know it’s just the hormones, y’know.",sadness,0
Hi! Phoebe.,joy,1
"I-I wanted to apologise if I—y’know seemed a tad edgy yesterday at my shower. Y’know it’s just the hormones, y’know.",sadness,0
Bing! Ho! And the Bing-ette!,joy,1
"Hi. So good news, the divorce is final. I signed the papers this A.M.",joy,1
"I didn’t know you and Carol were getting divorced, I’m sorry.",sadness,0
"Sorry? Finally chewed my leg out of that bear trap. Hey, congratulations to you guys though!",joy,1
"So the divorce, the marriage, we’ve got a lot to celebrate.",joy,1
"Tomorrow night it is then, I should be out of court by six.",joy,1
They keep throwing these sexual harassment cases at me and I keep knocking them out of the park!,joy,1
"Okay, I’ll see you tomorrow!",joy,1
"Hi. So good news, the divorce is final. I signed the papers this A.M.",joy,1
"Sorry? Finally chewed my leg out of that bear trap. Hey, congratulations to you guys though!",joy,1
"So the divorce, the marriage, we’ve got a lot to celebrate.",joy,1
"Tomorrow night it is then, I should be out of court by six.",joy,1
They keep throwing these sexual harassment cases at me and I keep knocking them out of the park!,joy,1
"Okay, I’ll see you tomorrow!",joy,1
"Oh that was yours? Uh, yeah, we used it when the duck was throwing up caterpillars.",sadness,0
"Me too! There’s a game on Tuesday, do you wanna go?",joy,1
Yeah that would be great! Let me make sure I’m not doing anything Tuesday.,joy,1
"Ahh, nooo!!",joy,1
"Oh, great!",joy,1
"You’re a genius, Ross.",joy,1
"So they ah, they all took off, it was pretty hard watching them go, y'know?",sadness,0
"Oh wow, you look great! Glad you could make it.",joy,1
You two could really hit it off! I'm gonna go mingle.,joy,1
Man! He just keeps lobbing them up and I just keep knocking them right out of the park!,joy,1
Man! He just keeps lobbing them up and I just keep knocking them right out of the park!,joy,1
Yeah!,joy,1
You two could really hit it off! I'm gonna go mingle.,joy,1
"I'm gonna go talk to uh, a friend.",sadness,0
Man! He just keeps lobbing them up and I just keep knocking them right out of the park!,joy,1
"Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again.",sadness,0
Uh-huh!,joy,1
Wow! Cool!,joy,1
"Yes. Yes, thanks for letting me use your phone... and for saving my life.",joy,1
I’m really glad we came.  You’re so pretty. I love you.,joy,1
"Don’t yell at me okay, this is the most I’ve seen you all week.",sadness,0
I'm the holiday armadillo! I'm a friend of Santa's and he sent me here to wish you  a Merry Christmas!,joy,1
"Yes! Yes! Please, just give it to me!",joy,1
"Yeah. But of course we had to update it a little bit.  Hey, by the way, great thinking about catching me!",joy,1
‘Cos I was gonna say there’s no way you could’ve done the end the way you guys did it back then!,joy,1
"I don’t know, I mean you were a lot bigger, I mean, stronger back then.",joy,1
I can’t do it!,sadness,0
I can’t do it!,sadness,0
Hey!,joy,1
Thanks.,joy,1
Thanks.,joy,1
"The Empty Vase is not about you. My baby, you make me so sad that you would think this.",sadness,0
"I'm sorry, my friend Phoebe...",sadness,0
...and live forever as a machine!,joy,1
"That's so Janine, you-you-you know what, do you know we're doing right now?",joy,1
Ba dum bumb cheshhh!,joy,1
"And she was like ""Oh, don't worry!",sadness,0
So now I have to go so he'll think that I'm totally ok with seeing him!,joy,1
"Ok, that'll be great!",joy,1
"And she was like ""Oh, don't worry!",sadness,0
So now I have to go so he'll think that I'm totally ok with seeing him!,joy,1
"Ok, that'll be great!",joy,1
"Julie hi! Chandler Bing, I, I guess you remember me.",joy,1
"You-you-you didn’t know that.  Well, I guess my work here is done!",sadness,0
Ni-chou chi-ma!,joy,1
"Oh, great!",joy,1
"We couldn’t keep our eyes off each other all night and then every once and a while y’know, he’d kinda lean over and stroke my hair and touch my neck.",joy,1
"Okay, stop it Phoebe, you’re getting me all tingly.",joy,1
"All I could think of was y’know, ""Is he gonna kiss me? Is he gonna kiss me?""",joy,1
"I’m a lady Monica, I don’t kiss and tell. But this hickey speaks for itself.",joy,1
I just like him so much that I just feel like I’ve had 10 drinks today and I’ve only had six.,joy,1
"Oh, I haven’t had that feeling since I first started going out with Chandler.",joy,1
"Wow, I’m never gonna have that feeling again, am I?",sadness,0
I’m never gonna get to sleep with anyone else!,sadness,0
"I mean, I…I’m never gonna have a first kiss again.",sadness,0
Thank you so much for coming back over.,joy,1
"Oh good, you’re here. Yeah, and I was worried that it was going to be uncomfortable.",sadness,0
"Oh good, you’re here. Yeah, and I was worried that it was going to be uncomfortable.",sadness,0
Not now! These are my Thanksgiving pants!,joy,1
"Oh, would you look at that Monica?",joy,1
"I just knocked off all of your top scores, how sad.",joy,1
"Oh, I’m sorry. I didn’t hear you over all the winning.",joy,1
But you gotta have turkey on Thanksgiving!,joy,1
"I mean, Thanksgiving with no turkey is like-like Fourth of July with no apple pie!",sadness,0
Or Friday with no two pizzas!,sadness,0
That’s right!,joy,1
‘Cause I’m a Tribbiani!,joy,1
We can eat!,joy,1
But you gotta have turkey on Thanksgiving!,joy,1
"I mean, Thanksgiving with no turkey is like-like Fourth of July with no apple pie!",sadness,0
Or Friday with no two pizzas!,sadness,0
All right fine! If it means that much to you! But just—there’s gonna be a ton left over.,sadness,0
No there won’t! I promise I will finish that turkey!,joy,1
That’s right!,joy,1
‘Cause I’m a Tribbiani!,joy,1
We can eat!,joy,1
Look at this!,joy,1
Yes indeedy!  With a beautiful view of...,joy,1
Okay-Dokey,sadness,0
"He's in! Oh, did you hear that, Marcel? San Diego. San Diego!",joy,1
"He- he- he got in, he- he got in to San Diego.",joy,1
"He- he- he got in, he- he got in to San Diego.",joy,1
"He's in! Oh, did you hear that, Marcel? San Diego. San Diego!",joy,1
Really helped speed the process along!,joy,1
I don't allow porn at home so    this is like a vacation for him.,joy,1
Yeah! yeah... The hard part is over!,joy,1
I haven't... I haven't even thought about the results yet...    I just assumed that everything was gonna be ok.,joy,1
Haha!,joy,1
I wasn't thinking. I was too busy fallin'...,joy,1
...in love with you.,joy,1
Sorry.,sadness,0
"Oh god, oh god.",joy,1
"That’s right, still no baby!  Come on people! Please make some room!",sadness,0
God.  I have never been so uncomfortable in my entire life!,joy,1
Can you tell it to me when you’re getting me some iced tea?,sadness,0
God.  I have never been so uncomfortable in my entire life!,joy,1
Can you tell it to me when you’re getting me some iced tea?,sadness,0
Can you tell it to me when you’re getting me some iced tea?,sadness,0
"All right, I know! I know. Yeah, it’ll be okay.",joy,1
"Seriously, how can you watch this?",sadness,0
Oh-hey-hey-hey! There you are!,joy,1
Fine! Maybe I will too!,joy,1
"Yeah, she clamed she had to go out of town suddenly.",sadness,0
"She’s avoiding me, she doesn’t want to tell me where my Father is.",sadness,0
"She knows, and she won’t tell me.",sadness,0
"Yeah, she clamed she had to go out of town suddenly.",sadness,0
"She’s avoiding me, she doesn’t want to tell me where my Father is.",sadness,0
"She knows, and she won’t tell me.",sadness,0
"Aww Pheebs, that sucks!",sadness,0
"Yeah, well, don’t “Aww Pheebs, that sucks!” me yet.",sadness,0
"Yeah, she clamed she had to go out of town suddenly.",sadness,0
"She’s avoiding me, she doesn’t want to tell me where my Father is.",sadness,0
"She knows, and she won’t tell me.",sadness,0
"Yeah, well, don’t “Aww Pheebs, that sucks!” me yet.",sadness,0
"Yeah, she clamed she had to go out of town suddenly.",sadness,0
"She’s avoiding me, she doesn’t want to tell me where my Father is.",sadness,0
"She knows, and she won’t tell me.",sadness,0
"Ohh, so cute.",joy,1
"All right, stop it. Now you’re just doing it to freak me out.",sadness,0
"Janice. Hi, Janice. Ok, here we go. I don't think we should go out anymore. Janice.",sadness,0
"Janice. Hi, Janice. Ok, here we go. I don't think we should go out anymore. Janice.",sadness,0
"Op, can I just tell you something? Very flattered but umm, I’m engaged.",joy,1
"I did, but that was really fun.",joy,1
"Okay, are you aware unagi  is an eel?",joy,1
"But you-you-you could write that umm, your love lets me orbit the moon twice and return safely.",joy,1
"I should just go on to happier things, okay? Umm, why don’t you tell about your lovely wedding?",sadness,0
Hey Ross! I brought reinforcements.,joy,1
"Oh great! What, you brought Joey?",joy,1
"Ohh, Joey has the nicest friends!",joy,1
"Ohh, and the nicest girlfriend!",joy,1
You're so sweet!,joy,1
"Ohh, you're so sweet!",joy,1
"Ooh, I’ll play! I’ll play!",joy,1
It’s so hard!,sadness,0
Should I get her a  Tiffany cut or a Princess cut or a—ah-ah!,sadness,0
Paper cut!,sadness,0
"Hey! So Chandler, wanna go to the coffeehouse?",joy,1
It’s so hard!,sadness,0
Should I get her a  Tiffany cut or a Princess cut or a—ah-ah!,sadness,0
Paper cut!,sadness,0
It’s so hard!,sadness,0
Should I get her a  Tiffany cut or a Princess cut or a—ah-ah!,sadness,0
Paper cut!,sadness,0
You lost the ring!,joy,1
"I go to bed last night, everything’s cool!",joy,1
Oh! Yay! Look! There’s a piece that doesn’t have floor on it!,joy,1
So you like the drums!,joy,1
"That's, that's great!",joy,1
"All right, okay, well, apparently not!",sadness,0
"So, yay!",joy,1
So you like the drums!,joy,1
"That's, that's great!",joy,1
"All right, okay, well, apparently not!",sadness,0
"So, yay!",joy,1
Tequila!!,joy,1
That's fun.,joy,1
Yes! And he said really mean things that were only partly true.,sadness,0
You don’t think I’ve tried? You think I,joy,1
"Oh Maria. You can’t say no to her, she’s like this lycra spandex covered gym…treat.",joy,1
Pheebs!,joy,1
Hey!,joy,1
I think so too. And that little flap? Great for holding my lipstick.,joy,1
And! Y’know what Jake says? That women’s underwear is actually more comfortable. And he loves the way the silk feels against his skin.,joy,1
"Of course! Oh Joey, this ring I…it’s beautiful I love it!",joy,1
Hey!,joy,1
Hey!,joy,1
"Oh, uh, listen, about tonight...",sadness,0
"I'm thinkin', cha-ching!",joy,1
"I'm thinkin', cha-ching!",joy,1
"Yes! Way to go, man!  Still got the egg, huh?",joy,1
"""Happy birthday to you!""",joy,1
Rach? Hi!,joy,1
"Oh-ho, and mine!",joy,1
Rach? Hi!,joy,1
Hi!,joy,1
"Yeah but after you said it was okay, I figured, ""Why not?!""",joy,1
"Yeah! Now, why do you want to kill yourself?",sadness,0
"It’s just that I uh, have been working for ten years now at this meaningless, dead-end job and nobody here even knows I exist!",sadness,0
